,0,text,2,toxic
1517,facebook_corpus_msr_2041564,I don't understand why ppl are congratulating Kangana! If complaining and being rude is considered brave and outspoken then there is something wrong! It's KJOs choice to decide who he wants in his movies! He probably doesn't want to cast her for this very reason of she playing the victim card endlessly and blaming everybody!,CAG,1
1519,facebook_corpus_msr_446200,mr modi and all the political parties donate your income to the poor n fulfill your word.,OAG,1
1520,facebook_corpus_msr_2111219,Even you should be ashamed of ur mentality for blaming a any person by seeing his ancestors...,CAG,1
1522,facebook_corpus_msr_1724098,it iz not what u said but ur ending time is near,OAG,1
1524,facebook_corpus_msr_331088,"lets face it,its an age of hype and fake with ABSOLUTE ZERO INVENTION..FORGET INNOVATION...",CAG,1
1525,facebook_corpus_msr_2199183,People just ignore his Statement .. he's Mad,OAG,1
1526,facebook_corpus_msr_2039498,"But I don't think Modi, Amit Shah and  Jaitly  team will allow her  to be a minister for a long time.  Now that Advani and Joshi are more or less out from the candidature from President election due to ayodhya case she may be given a chance as an eye wash",CAG,1
1528,facebook_corpus_msr_324357,"O wish that son to be a cow ....
Really sad condition of my country very humans are treated like animals and animals as gods",OAG,1
1530,facebook_corpus_msr_443983,Shubham Singh all business are down by 80% and GDP is going down and you are saying India is growing. Check the facts before posting,OAG,1
1533,facebook_corpus_msr_443976,Modi modi modi .. those who called bhakts are not true indians they are muslims gaddar,OAG,1
1535,facebook_corpus_msr_1805096,Hazare shaab..Now your party is ruling and u can't find Corruption ...???? you may get up 2019 for next protest.. until you can continue your sleep,CAG,1
1538,facebook_corpus_msr_1490551,It's better to leave this fellow to seat in BJP's chair if he is allowed. Now even Bhakts are not interested.,CAG,1
1541,facebook_corpus_msr_451706,"Competition for royal Enfield, OMG ha hahaha, who cares, both the companies are losers, bajaj can't even manufacture their own engines",CAG,1
1542,facebook_corpus_msr_1902069,That's our govt hospitals  but if u pay the bribes u will get royal treatment after death also,CAG,1
1543,facebook_corpus_msr_331345,Why they don't give same treatment to the rapist also,OAG,1
1544,facebook_corpus_msr_1945594,Shahrukh needs to slap u again??,OAG,1
1545,facebook_corpus_msr_451203,This PM doesn't give respect to house n democracy finally people . Hitler style n India will std.,CAG,1
1546,facebook_corpus_msr_405081,Army is not raping u fool.u r brain washed..army is there to maintain peace..i have realised thay kashmiris are the most duffer people on earth..shame on u..,OAG,1
1548,facebook_corpus_msr_445721,"This is not the destination, it's a journey & many jokers would have to be left behind to keep the sanity of governance. People who cry foul are either affected or have despicable ideas.",CAG,1
1551,facebook_corpus_msr_1978715,"I do not understand what you mean by India doesn't have Sharia Law. There can't be any restrictions on Appeal or advise. The leaflet does not name Nahid or any person it just says music is prohibited in Islam which is true
We are democratic country and follow democratic laws.
Every single time the paid and corrupt Indian Media blames Islam all narrow minded people take up arms and brand Islam as Evil.
Please watch Ndtv Prime time by Mr. Ravish Kumar who is the most decent person in Indian Media",OAG,1
1553,facebook_corpus_msr_491201,Is it availbel in india..plx send d details as i want to buy it,OAG,1
1554,facebook_corpus_msr_325600,"pakistan denies attack... if they had done it, they would have called it Surgical strike.....??.  and this is a big spot in security that the pakistan troops come, kill the soliders, mutilate them, have a cup of tea, and go back very easily.... and different  media channels are reporting there own fairy tails.......",OAG,1
1555,facebook_corpus_msr_1737008,very true.Delhi CM please stop shaming Delhi voters .,OAG,1
1558,facebook_corpus_msr_332597,He admits it is their govt fault..as delhi police comes under centre,OAG,1
1560,facebook_corpus_msr_1735820,"https://www.facebook.com/Vibrant.News.Hyderabad/videos/vb.782624795112634/1458550857520021/?type=2&theater

May I suggest you to Please read this report ,
If by ""appeasement"" you mean appeasement to mulism's.
Who are the most backward section in this country.Muslim's.
Reason's you ask? Communal prejudice, Ghettoisation ,Repeated Persecution.etc 
Just for your information Muslim's are even more backward than Dalits,SC's,ST's even Non-Hindu SC/ST(Tribal's).In fact the backward,poorest and ghettoised community in India are Muslim's.
When issues of these communities are bought in parliament no one objects.Ex Jat's,Patel,Tamil,SC's,Dalit,zoroastrian,Sikh , but if you talk about the conditions of Indian citizens who happen to be Muslim then its appeasement who constitute 14.2% of India's population.",CAG,1
1561,facebook_corpus_msr_446813,Opposition is opposing coz they are sitting there to oppose whether it is right or wrong. They have shut their eyes & Mind.,CAG,1
1562,facebook_corpus_msr_2032109,Uncle your religion came into existence just 2000 years ago our is here for last 10 thousand years if we had hatred we wouldn't have existed this long,CAG,1
1563,facebook_corpus_msr_2041591,Woh accept Karey Naa karey tumhein kya  pareshaani hai aur kuch kaam nahi hai kya tumhare pass,CAG,1
1564,facebook_corpus_msr_431266,hey guys he doing a really great job only thing is we thinking of present but not future.,CAG,1
1568,facebook_corpus_msr_1722799,Deport her to canada sge has earned more than required in india,OAG,1
1573,facebook_corpus_msr_1735853,Cheap vote bank politics.,OAG,1
1575,facebook_corpus_msr_2243261,#SayNoToSasikala #SayNoToSasikala,OAG,1
1577,facebook_corpus_msr_747606,"Still u r in illusion. ..what ur MLAs did with Public no one can forget 
Which u r telling ur master class work ..women Power line 1090 ...a fake. ..they just collect data ....and solve themselves even don't talk to victims.....there r many issues by which u defeated .....interospect themselves",OAG,1
1578,facebook_corpus_msr_1735801,Reservation to patidars & jats & saffron terrorism in india,CAG,1
1579,facebook_corpus_msr_1724235,Wat u think sonu don.t angry wth  hindu,CAG,1
1581,facebook_corpus_msr_2295560,Poisonous gas inhaling lead to death of seven workers in Maharashtra,CAG,1
1582,facebook_corpus_msr_1673946,This is chreetig......,CAG,1
1583,facebook_corpus_msr_324324,While its sad to know nothing was done for the man. Reality is he is a victim of lack of help from all quarters of society in his time of need. Not just one community or person or religion. Stop being such bigots.,OAG,1
1584,facebook_corpus_msr_1805481,"But, who nurtured AK ?",CAG,1
1586,facebook_corpus_msr_450830,Political parties are allowed to deposit old notes. .they are exempted why?,CAG,1
1587,facebook_corpus_msr_1521803,"Chapter of RSS golawarkr chapter 29 n verse 420 forcing on others community of indians to eat what their choice of menu   food should eat. moron grow up its ours India secular and democratic country.! 
Your party is ruling in the state of  Goa & NorthEast can't ban beef there and cant ban on export too and here talking to be ban in kerala...hahaha moron bhakto",OAG,1
1589,facebook_corpus_msr_323707,Ya that's the point .. no point in wasting time arguing with headstrong and egoistic ladies like you mam.god bless your husband,CAG,1
1592,facebook_corpus_msr_1945570,Ignore him.,CAG,1
1595,facebook_corpus_msr_413256,How we should know which good or bad .... Government also take action on that,CAG,1
1600,facebook_corpus_msr_1563622,Israel's days are short. They will burn,OAG,1
1602,facebook_corpus_msr_403353,Please attack Pakistan massively in the same manner the way they love to do so,CAG,1
1603,facebook_corpus_msr_446135,sry sir but i have wasted my first vote for u,CAG,1
1604,facebook_corpus_msr_398328,U talk too much y don't u stand at LOC n feel the pain n let ur butts burn thn u will cme to knw wat is real ...,OAG,1
1607,facebook_corpus_msr_1804963,Anna hazare is fixated only with Kejriwal and no other burning issues is important to this Sanghi's duplicate Gandhi avatar!!!,CAG,1
1610,facebook_corpus_msr_1521800,Manumasti chapter 420 we was eating before and now we stop eating beef and so our revised 420 thoughts will force other community should also to be stop eating beef in democray india.!,CAG,1
1611,facebook_corpus_msr_445587,"If people dont support and think he is not a good PM 
Then who do you want to be PM 
The chota bheem lover Rahul
So that he can telecast chota bheem on DD😂
Or Kejriwal to Blame Trump or Putin on India's failure",CAG,1
1612,facebook_corpus_msr_397465,"don't be jealous sonia from PAK CHINA FRIENDSHIP.don't use name ""PAKISTAN"" with your bloody tounge",OAG,1
1613,facebook_corpus_msr_1722779,"moral ethos, ethics and values!! hmm whose? every morning in the newspapers, I take note of the moral ethos, ethics and values of people!",CAG,1
1614,facebook_corpus_msr_329075,Send gau Rakshk... I think they can track down terrorists,CAG,1
1615,facebook_corpus_msr_1978741,Fatwa not issued ! Fake news,CAG,1
1619,facebook_corpus_msr_1723395,"And at the time of your god there was loudspeaker that you are playing daily bhajan in loudspeaker , well done bro! Your thinking capacity is too high😛 !",CAG,1
1621,facebook_corpus_msr_1490620,go and file case man y to disturb people and blackmail aap as kumar viswas did,CAG,1
1624,facebook_corpus_msr_1610623,Only bashans no work,CAG,1
1626,facebook_corpus_msr_1978813,"http://indianexpress.com/article/india/fatwa-issued-against-reality-singing-star-nahid-afrin-by-42-clerics-4569825/

Dear Indian Express,
I feel sorry to write that your journalists are out there to misinterpret events and present them in a distorted manner just to make some sensational headlines. The news about upcoming singer Nahid Afreen has been prepared without proper research and investigation. It was very sad to see that your journalists don't even know the difference between fatwa and appeal. 
A fatwa is a non-binding legal opinion issued only by a qualified jurist (Mufti) on a request by someone who is unable to understand religious guidelines whereas the leaflet that is being circulated and presented as Fatwa is just a hard copy of an appeal signed by 46 men who believe in religious practices. The merit of appeal can be discussed on many grounds and in many dimensions but first and foremost, an appeal can not be called a legal opinion (Fatwa). 
We expect apology from your side for such a mistake",CAG,1
